ID;Correct_Word;Error_Word;Damerau-Lenventein_Distance;Correct_Word_Freq;Error_Word_ Freq;Correct_Word_Lenght;Error_Word_Lenght;Error_postion;Syllable_Error_position;Correct-word-syllables;correct_syllable;Error_Type;Real_World_Error;First-Letter;Last-Letter;Correct_Letter;Error_Letter;Mirror_correct_letter;Mirror_error_letter;Rotation_correct_letter;Rotation_error_letter;Fuzzy_correct_letters;Fuzzy_error_letter;Error_Phonetic_Feature;;;;;;;;;;;;;;;;;;;;;
694;sieht;sied;2;108.000.000;367;5;4;-;-;-;-;multierror;NO;NO;YES;"h;t";d;"N;N";Y;"Y;N";Y;"Y;N";Y;-;;;;;;;;;;;;;;;;;;;;;
695;sieht;siet;1;108.000.000;277;5;4;4;1;1;CVVCC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
696;sieht;siehd;1;108.000.000;3.95;5;5;5;1;1;CVVCC;substitution;NO;NO;YES;t;d;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
697;M_rchen;M_chen;1;14.700.000;139;7;6;3;1;1;CVC;omission;NO;NO;NO;r;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
698;schnarchen;schnechen;2;489;1.71;10;9;-;-;-;-;multierror;NO;NO;NO;"a;r";e;"N;N";N;"N;N";N;"Y;N";N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
699;schnarchen;schnachen;1;489;1.11;10;9;6;1;1;CCCCVC;omission;NO;NO;NO;r;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
700;schnarchen;schnerchen;1;489;121;10;10;5;1;1;CCCCVC;substitution;NO;NO;NO;a;e;N;N;N;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
701;k_nnen;konnen;1;589.000.000;699;6;6;2;1;1;CVC;substitution;NO;NO;NO;_;o;N;N;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
702;k_rnen;k_nnen;1;84.6;589.000.000;6;6;3;1;1;CVC;substitution;NO;NO;NO;n;r;Y;N;N;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
703;Jahre;jahre;1;304.000.000;304.000.000;5;5;1;1;1;CVCCV;capital_letter;NO;YES;NO;J;j;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
704;ratlos;Radlos;2;683;25;6;6;-;-;-;-;multierror;YES;YES;NO;"r;t";"R;d";"N;N";"N;Y";"N;N";"N;Y";"N;N";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
705;ratlos;Ratlos;1;683;683;6;6;1;1;1;CVC;capital_letter;NO;YES;NO;r;R;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
706;ratlos;radlos;1;683;25;6;6;3;1;1;CVC;substitution;NO;NO;NO;t;d;N;Y;N;Y;N;Y;derivation;;;;;;;;;;;;;;;;;;;;;
707;M_dchen;Madchen;1;114.000.000;436;7;7;2;1;1;CVC;substitution;NO;NO;NO;_;a;N;N;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
708;Schokolade;Sokolade;2;17.400.000;1.04;10;8;-;-;-;-;multierror;NO;NO;NO;"c;h";-;"N;N";N;"N;Y";N;"N;Y";N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
709;Schokolade;Scokolade;1;17.400.000;3.31;10;9;3;1;1;CCCV;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
710;Schokolade;Shokolade;1;17.400.000;40.7;10;9;2;1;1;CCCV;omission;NO;NO;NO;c;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
711;Schafe;Safe;2;6.150.000;78.100.000;6;4;-;-;-;-;multierror;YES;NO;NO;"c;h";-;"N;N";N;"N;Y";N;"N;Y";N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
712;Schafe;Scafe;1;6.150.000;7.56;6;5;3;1;1;CCCV;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
713;Schafe;Shafe;1;6.150.000;10.7;6;5;2;1;1;CCCV;omission;NO;NO;NO;c;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
714;Liebe;Libe;1;215.000.000;351;5;4;3;1;1;CVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
715;vorsichtig;vohrsichtig;1;12.600.000;320;10;11;3;1;1;CVC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;false_lengthening;;;;;;;;;;;;;;;;;;;;;
716;Klassenfahrt;Klassenfahrd;1;476;303;12;12;12;3;3;CVCCC;substitution;NO;NO;YES;t;d;N;Y;N;Y;N;Y;derivation;;;;;;;;;;;;;;;;;;;;;
717;Sommer;sommer;1;19.000.000;19.000.000;6;6;1;1;1;CVC;capital_letter;NO;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
718;Wochenende;wochenende;1;51.700.000;51.700.000;10;10;1;1;1;CVCC;capital_letter;NO;YES;NO;W;w;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
719;Bruder;Brutter;2;40.200.000;5.56;6;7;-;-;-;-;multierror;NO;NO;NO;d;"t;t";Y;"N;N";Y;"N;N";Y;"N;N";sound_sequence;;;;;;;;;;;;;;;;;;;;;
720;Bruder;Brudter;1;40.200.000;875;6;7;5;2;2;CVC;addition;NO;NO;NO;-;t;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
721;Bruder;Bruter;1;40.200.000;16.7;6;6;4;2;2;CVC;substitution;NO;NO;NO;d;t;Y;N;Y;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
722;richtig;rechdich;4;131.000.000;1.26;7;8;-;-;-;-;multierror;NO;NO;YES;"i;t;g";"e;d;c;h";"N;N;N";"N;Y;N;N";"N;N;Y";"N;Y;N;Y";"N;N;Y";"N;Y;N;Y";-;;;;;;;;;;;;;;;;;;;;;
723;richtig;rechtig;1;131.000.000;21.5;7;7;2;1;1;CVCC;substitution;NO;NO;NO;i;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
724;richtig;richdig;1;131.000.000;6.01;7;7;5;2;2;CVC;substitution;NO;NO;NO;t;d;N;Y;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
725;richtig;richtic;1;131.000.000;920;7;7;7;2;2;CVC;substitution;NO;NO;YES;g;c;N;N;Y;N;Y;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
726;richtig;richtih;1;131.000.000;5.64;7;7;7;2;2;CVC;substitution;NO;NO;YES;g;h;N;N;Y;Y;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
727;richtig;richticg;1;131.000.000;306;7;8;7;2;2;CVC;addition;NO;NO;NO;-;c;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
728;richtig;richtihg;1;131.000.000;2.22;7;8;7;2;2;CVC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
729;richtig;riecht;3;131.000.000;4.570.000;7;6;-;-;-;-;multierror;NO;NO;YES;"i;g";e;"N;N";N;"N;Y";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
730;richtig;riechtig;1;131.000.000;3.55;7;8;3;1;1;CVCC;addition;NO;NO;NO;-;e;N;N;N;N;N;N;false_lengthening;;;;;;;;;;;;;;;;;;;;;
731;richtig;richtg;1;131.000.000;117;7;6;6;2;2;CVC;omission;NO;NO;NO;i;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
732;richtig;richti;1;131.000.000;329;7;6;7;2;2;CVC;omission;NO;NO;YES;g;-;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
733;aus Versehen;aus fershen;2;437;254;12;11;-;-;-;-;multierror;NO;NO;NO;"V;e";f;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
734;aus Versehen;ausVersehen;1;437;445;12;11;-;-;-;-;split_in;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
735;aus Versehen;aus versehen;1;437;437;12;12;5;-;-;-;capital_letter;NO;YES;NO;V;v;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
736;aus Versehen;aus Fersehen;1;437;2.67;12;12;5;-;-;-;substitution;NO;YES;NO;V;F;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
737;aus Versehen;aus Vershen;1;437;2.77;12;11;9;-;-;-;omission;NO;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
738;Buch;buch;1;135.000.000;135.000.000;4;4;1;1;1;CVCC;capital_letter;NO;YES;NO;B;b;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
739;eingepackt;eingebackt;1;562;1.45;10;10;6;3;3;CVCCC;substitution;NO;NO;NO;p;b;Y;Y;Y;Y;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
740;sofort;sowohrt;2;232.000.000;6;6;7;-;-;-;-;multierror;NO;NO;NO;f;"w;h";N;"Y;N";N;"N;Y";N;"Y;Y";-;;;;;;;;;;;;;;;;;;;;;
741;sofort;sowort;1;232.000.000;1.78;6;6;3;2;2;CVCC;substitution;NO;NO;NO;f;w;N;Y;N;N;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
742;sofort;sofohrt;1;232.000.000;1.99;6;7;5;2;2;CVCC;addition;NO;NO;NO;h;-;N;N;Y;N;Y;N;false_lengthening;;;;;;;;;;;;;;;;;;;;;
743;dafôr;darfôr;1;163.000.000;65.7;5;6;3;1;1;CV;addition;NO;NO;NO;-;r;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
744;Schal;schal;1;7.610.000;7.610.000;5;5;1;1;1;CCCVC;capital_letter;NO;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
745;Baumhôtte;baumhôte;2;119;536;9;8;-;-;-;-;multierror;NO;YES;NO;B;b;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
746;Baumhôtte;baumhôtte;1;119;119;9;9;1;1;1;CVVC;capital_letter;NO;YES;NO;B;b;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
747;Baumhôtte;Baumhôte;1;119;536;9;8;7;2;2;CVC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
748;kannst;kanst;1;89.400.000;408;6;5;3;1;1;CVC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
749;ihn;in;1;195.000.000;3.690.000.000;3;2;2;1;1;VCC;omission;YES;NO;NO;h;-;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
750;hoffentlich;hofendlich;2;16.700.000;2.72;11;10;-;-;-;-;multierror;NO;NO;NO;"f;t";d;"N;N";Y;"N;N";Y;"N;N";Y;-;;;;;;;;;;;;;;;;;;;;;
751;hoffentlich;hofentlich;1;16.700.000;29.5;11;10;3;1;1;CVC;omission;NO;NO;NO;f;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
752;hoffentlich;hoffendlich;1;16.700.000;167;11;11;7;2;2;CVCC;substitution;NO;NO;NO;t;d;N;Y;N;Y;N;Y;double_consonant;;;;;;;;;;;;;;;;;;;;;
753;bald;balt;1;175.000.000;266;4;4;4;1;1;CVCC;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
754;wieder;wider;1;408.000.000;86.500.000;6;5;3;1;1;CVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
755;bis bald;bes balt;2;1.040.000;10;8;8;-;-;-;-;multierror;NO;NO;YES;"i;d";"e;d";"N;Y";"N;Y";"N;Y";"N;Y";"N;Y";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
756;bis bald;bisbald;1;1.040.000;23.3;8;7;-;-;-;-;split_in;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
757;bis bald;bes bald;1;1.040.000;7.97;8;8;2;-;-;-;substitution;NO;YES;NO;i;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
758;bis bald;bis balt;1;1.040.000;2.18;8;8;8;-;-;-;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
759;Bruder;bruder;1;40.200.000;40.200.000;6;6;1;1;1;CCV;capital_letter;NO;YES;NO;B;b;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
760;super;suber;1;187.000.000;120;5;5;3;1;1;CV;substitution;NO;NO;NO;p;b;Y;Y;Y;Y;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
761;H_hlenwanderung;holen wanderung;4;13.1;61;15;15;-;-;-;-;multierror;NO;YES;NO;"H;_;h;/";"h;_;_";"Y;N;N;N";"N;N;N";"Y;N;Y;N";"Y;N;N";"N;Y;Y;N";"Y;Y;N";-;;;;;;;;;;;;;;;;;;;;;
762;H_hlenwanderung;h_hlenwanderung;1;13.1;13.1;15;15;1;1;1;CVC;capital_letter;NO;YES;NO;C;c;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
763;H_hlenwanderung;H_hlen wanderung;1;13.1;618;15;16;-;-;-;-;split_in;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
764;H_hlenwanderung;H_lenwanderung;1;13.1;131;15;14;3;1;1;CVC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;false_lengthening;;;;;;;;;;;;;;;;;;;;;
765;H_hlenwanderung;Hohlenwanderung;1;13.1;162;15;15;2;1;1;CVC;substitution;NO;NO;NO;_;o;N;N;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
766;H_hlenwanderung;H_llenwanderung;1;13.1;849;15;15;3;1;1;CVC;substitution;NO;NO;NO;h;l;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
767;Spa_;schbas;5;91.000.000;1.08;4;6;-;-;-;-;multierror;NO;YES;YES;"S;p;_";"s;c;h;b;s";"N;Y;N";"N;N;N;Y;N";"N;Y;N";"N;N;Y;Y;N";"N;Y;N";"N;N;Y;Y;N";-;;;;;;;;;;;;;;;;;;;;;
768;Spa_;spa_;1;91.000.000;91.000.000;4;4;1;1;1;CCVC;capital_letter;NO;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
769;Spa_;Sba_;1;91.000.000;3.48;4;4;2;1;1;CCVC;substitution;NO;NO;NO;p;b;Y;Y;Y;Y;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
770;Spa_;Scpa_;1;91.000.000;137;4;5;2;1;1;CCVC;addition;NO;NO;NO;-;c;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
771;Spa_;Shpa_;1;91.000.000;49;4;5;2;1;1;CCVC;addition;NO;NO;NO;- ;h;"N;N";N;"N;N";Y;"N;N";Y;-;;;;;;;;;;;;;;;;;;;;;
772;Spa_;Spas;1;91.000.000;486;4;4;4;1;1;CCVC;substitution;NO;NO;YES;_;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
773;sofort;sufurt;2;232.000.000;2.03;6;6;-;-;-;-;multierror;NO;NO;NO;"o;o";"u;u";"N;N";"Y;Y";"N;N";"N;N";"Y;Y";"Y;Y";sound_sequence;;;;;;;;;;;;;;;;;;;;;
774;sofort;sufort;1;232.000.000;3;6;6;2;1;1;CV;substitution;NO;NO;NO;o;u;N;Y;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
775;sofort;sofurt;1;232.000.000;3.25;6;6;4;2;2;CVCC;substitution;NO;NO;NO;o;u;N;Y;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
776;sofort;sofrt;1;232.000.000;14.6;6;5;4;2;2;CVCC;omission;NO;NO;NO;o;-;N;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
777;euer;eure;1;14.300.000;70.600.000;4;4;-;-;-;-;transposition;YES;NO;YES;e-r;r-e;"N;N;N";"N;N;N";"N;N;N";"N;N;N";"N;N;N";"N;N;N";-;;;;;;;;;;;;;;;;;;;;;
778;vergessen;wergesen;2;80.800.000;1.07;9;8;-;-;-;-;multierror;NO;NO;NO;"v;s";w;"Y;N";Y;"N;N";N;"Y;N";Y;-;;;;;;;;;;;;;;;;;;;;;
779;vergessen;wergessen;1;80.800.000;2.35;9;9;1;1;1;CVC;substitution;NO;NO;NO;v;w;Y;Y;N;N;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
780;vergessen;vergesen;1;80.800.000;55.3;9;8;6;2;2;CVC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
781;schicken;schiken;1;41.200.000;84.8;8;7;5;2;2;CCCV;omission;NO;NO;NO;c;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
782;Jahr;Jah;1;283.000.000;19.600.000;4;3;4;1;1;CVCC;omission;NO;NO;YES;-;r;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
783;deinem;deinen;1;41.900.000;63.200.000;6;6;6;-;-;-;substitution;NO;NO;YES;m;n;Y;Y;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
784;super;supper;1;187.000.000;525;5;6;3;2;2;CVC;addition;NO;NO;NO;-;d;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
785;meinen;mein;2;127.000.000;439.000.000;6;4;-;-;-;-;multierror;YES;NO;YES;"e;n";-;"N;Y";N;"N;N";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
786;meinen;meine;1;127.000.000;330.000.000;6;5;5;2;2;CVC;omission;YES;NO;YES;n;-;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
787;meinen;meinn;1;127.000.000;38.5;6;5;5;2;2;CVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
788;Schal;Schahl;1;7.610.000;25.9;5;6;5;1;1;CCCVC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;false_lengthening;;;;;;;;;;;;;;;;;;;;;
789;hoffentlich;hoffenlich;1;16.700.000;63.9;11;10;7;2;2;CVCC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
790;Schal;Schall;1;7.610.000;6.430.000;5;6;5;1;1;CCCVC;addition;YES;NO;NO;-;l;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
791;Wunschberuf;Wunsch beruf;1;135;3.01;11;12;-;-;-;-;split_in;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
792;kriege;krige;1;10.800.000;89.1;6;5;4;1;1;CCVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
793;freuen;Freuen;1;74.500.000;74.500.000;6;6;1;1;1;CCVV;no_capital_letter;NO;YES;NO;f;F;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
794;freundlichen;Freundlichen;1;16.600.000;16.600.000;12;12;1;1;1;CCVVCC;no_capital_letter;NO;YES;NO;f;F;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
795;geehrten;geherrten;2;495;41;8;9;-;-;-;-;multierror;NO;NO;NO;e;r;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
796;geehrten;gehrten;1;495;31.3;8;7;-;-;-;-;omission;NO;NO;NO;e;-;N;N;N;N;N;N;derivation;;;;;;;;;;;;;;;;;;;;;
797;geehrten;geehrrten;1;495;6;8;9;-;-;-;-;addition;NO;NO;NO;-;r;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
798;motivierten;motivirten;1;2.630.000;17.9;11;10;7;3;3;CVVCC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
799;Auszubildenden;Auszubildenen;1;2.360.000;48.7;14;13;12;5;5;CV;omission;NO;NO;NO;d;-;Y;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
800;sportlich;Sportlich;1;11.300.000;11.300.000;9;9;1;1;1;CCVCC;no_capital_letter;NO;YES;NO;s;S;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
801;Sportfest;Sprotfest;1;432;361;9;9;-;-;-;-;transposition;NO;NO;NO;o-r;r-o;"N;N;N";"N;N;N";"N;N;N";"N;N;N";"Y;N;N";"N;N;Y";-;;;;;;;;;;;;;;;;;;;;;
802;Sportplatz;Sprotplast;3;6.760.000;1;10;10;-;-;-;-;multierror;NO;NO;YES;"o;r;z";"o;r;s";"N;N;N";"N;N;N";"N;N;N";"N;N;N";"Y;N;N";"Y;N;N";-;;;;;;;;;;;;;;;;;;;;;
803;Sportplatz;Sprotplatz;1;6.760.000;2.23;10;10;-;-;-;-;transposition;NO;NO;NO;o-r;r-o;"N;N;N";"N;N;N";"N;N;N";"N;N;N";"Y;N;N";"N;N;Y";-;;;;;;;;;;;;;;;;;;;;;
804;Sportplatz;Sportplastz;1;6.760.000;31;10;11;9;2;2;CCVCC;addition;NO;NO;NO;-;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
805;Sportplatz;Sportplat;1;6.760.000;9.22;10;9;10;2;2;CCVCC;omission;NO;NO;YES;z;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
806;Sportplatz;Sportplatsz;1;6.760.000;6.760.000;10;11;10;2;2;CCVCC;addition;NO;NO;NO;-;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
807;Sportplatz;Sportplatzs;1;6.760.000;1.01;10;11;11;2;2;CCVCC;addition;NO;NO;YES;-;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
808;Fest;fest;1;297.000.000;297.000.000;4;4;1;1;1;CVCC;capital_letter;NO;YES;NO;F;f;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
809;teamf_hig;Teamf_hig;1;445;445;9;9;1;1;1;CVVC;no_capital_letter;NO;YES;NO;t;T;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
810;hinzu kommt;hinzukommt;1;3.720.000;432;11;10;-;-;-;-;split_in;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
811;bekommen;beckommen;1;109.000.000;28;8;9;3;2;2;CVC;addition;NO;NO;NO;-;c;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
812;Erfahrungen;erfahrungen;1;79.900.000;79.900.000;11;11;1;1;1;VC;capital_letter;NO;YES;NO;E;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
813;handwerkliches;Handwerkliches;1;586;586;14;14;1;1;1;CVCC;no_capital_letter;YES;YES;NO;h;H;N;Y;Y;Y;Y;N;-;;;;;;;;;;;;;;;;;;;;;
814;pers_nliches;Pers_nliches;1;12.200.000;12.200.000;12;12;1;1;1;CVC;no_capital_letter;YES;YES;NO;p;P;Y;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
815;seine;sein;1;363.000.000;588.000.000;5;4;5;1;1;CVVCV;omission;YES;NO;YES;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
816;interessiert;inteessiert;1;34.100.000;3.16;12;11;5;3;3;CVC;omission;NO;NO;NO;r;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
817;trifft;trefft;1;40.400.000;449;6;6;3;1;1;CCVC;substitution;YES;NO;NO;i;e;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
818;treffen;trefen;1;76.600.000;101;7;6;4;1;1;CCVC;omission;NO;NO;NO;f;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
819;ihm;ihn;1;167.000.000;195.000.000;3;3;3;1;1;VCC;substitution;YES;NO;YES;m;n;Y;Y;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
820;getrenntes;Getrenntes;1;385;385;10;10;1;1;1;CV;no_capital_letter;YES;YES;NO;g;G;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
821;Ehepaar;Ehepahr;1;6.830.000;388;7;7;6;2;2;CVVC;substitution;NO;NO;NO;a;h;N;N;N;Y;Y;Y;false_lengthening;;;;;;;;;;;;;;;;;;;;;
822;einem;ein;2;784.000.000;1.570.000.000;5;3;-;-;-;-;multierror;YES;NO;YES;em;-;"N;Y";N;"N;N";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
823;einem;eine;1;784.000.000;1.310.000.000;5;4;5;2;2;CV;omission;YES;NO;YES;m;-;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
824;einem;einm;1;784.000.000;365;5;4;4;2;2;CV;omission;YES;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
825;sa_en;sahsen;2;4.160.000;13.9;5;6;-;-;-;-;multierror;NO;NO;NO;_;"h;s";N;"N;N";N;"Y;N";N;"Y;N";__word;;;;;;;;;;;;;;;;;;;;;
826;sa_en;sah_en;1;4.160.000;1.63;5;6;3;-;-;-;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;false_lengthening;;;;;;;;;;;;;;;;;;;;;
827;sa_en;sasen;1;4.160.000;12.3;5;5;3;-;-;-;substitution;NO;NO;NO;_;s;N;N;N;N;N;N;__word;;;;;;;;;;;;;;;;;;;;;
828;Essen;essen;1;191.000.000;191.000.000;5;5;1;1;1;VC;capital_letter;YES;YES;NO;E;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
829;Nachbartisch;nachbar Tisch;3;157;1.21;12;13;-;-;-;-;multierror;NO;YES;NO;"N;/;t";"n;_;T";"N;N;N";"Y;N;N";"N;N;N";"N;N;N";"N;N;N";"Y;N;N";-;;;;;;;;;;;;;;;;;;;;;
830;Nachbartisch;Nachbar Tisch;2;157;1.21;12;13;-;-;-;-;split_in;YES;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
831;Nachbartisch;NachbarTisch;1;157;157;12;12;8;3;3;CVCCC;no_capital_letter;NO;NO;NO;t;T;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
832;Nachbartisch;nachbartisch;1;157;157;12;12;1;1;1;CVCC;capital_letter;NO;YES;NO;N;n;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
833;war;WAHR;1;907.000.000;25.100.000;3;4;3;1;1;CVC;addition;YES;NO;NO;-;h;N;N;N;Y;N;Y;false_lengthening;;;;;;;;;;;;;;;;;;;;;
834;hatten;haten;1;99.600.000;337;6;5;3;1;1;CVC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
